HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
38182	MIR3184	microRNA 3184	Approved		hsa-mir-3184	17q11.2		NR_036149	MIR	MicroRNAs	476
38391	MIR3185	microRNA 3185	Approved		hsa-mir-3185	17q21.32		NR_036150	MIR	MicroRNAs	476
38311	MIR3186	microRNA 3186	Approved		hsa-mir-3186	17q25.3		NR_036152	MIR	MicroRNAs	476
38319	MIR3187	microRNA 3187	Approved		hsa-mir-3187	19p13.3		NR_036154	MIR	MicroRNAs	476
38226	MIR3188	microRNA 3188	Approved		hsa-mir-3188	19p13.11		NR_036155	MIR	MicroRNAs	476
38307	MIR3189	microRNA 3189	Approved		hsa-mir-3189	19p13.11		NR_036156	MIR	MicroRNAs	476
38190	MIR3190	microRNA 3190	Approved		hsa-mir-3190	19q13.32		NR_036158	MIR	MicroRNAs	476
38222	MIR3191	microRNA 3191	Approved		hsa-mir-3191	19q13.32		NR_036159	MIR	MicroRNAs	476
38202	MIR3192	microRNA 3192	Approved		hsa-mir-3192	20p11.23		NR_036160	MIR	MicroRNAs	476
38204	MIR3193	microRNA 3193	Approved		hsa-mir-3193	20q11.21		NR_036161	MIR	MicroRNAs	476
38346	MIR3194	microRNA 3194	Approved		hsa-mir-3194	20q13.2		NR_036162	MIR	MicroRNAs	476
38250	MIR3195	microRNA 3195	Approved		hsa-mir-3195	20q13.33		NR_130463	MIR	MicroRNAs	476
38198	MIR3196	microRNA 3196	Approved		hsa-mir-3196	20q13.33		NR_036163	MIR	MicroRNAs	476
38366	MIR3197	microRNA 3197	Approved		hsa-mir-3197	21q22.2		NR_036167	MIR	MicroRNAs	476
38236	MIR3198-1	microRNA 3198-1	Approved	MIR3198	hsa-mir-3198-1	22q11.21		NR_036168	MIR	MicroRNAs	476
41766	MIR3198-2	microRNA 3198-2	Approved		hsa-mir-3198-2	12q13.13		NR_039851	MIR	MicroRNAs	476
38294	MIR3199-1	microRNA 3199-1	Approved		hsa-mir-3199-1	22q12.1		NR_036169	MIR	MicroRNAs	476
38205	MIR3199-2	microRNA 3199-2	Approved		hsa-mir-3199-2	22q12.1		NR_036170	MIR	MicroRNAs	476
31631	MIR32	microRNA 32	Approved	MIRN32	hsa-mir-32	9q31.3		NR_029506	MIR	MicroRNAs	476
38227	MIR3200	microRNA 3200	Approved		hsa-mir-3200	22q12.2		NR_036171	MIR	MicroRNAs	476
38235	MIR3201	microRNA 3201	Approved		hsa-mir-3201	22q13.32		NR_036172	MIR	MicroRNAs	476
38224	MIR3202-1	microRNA 3202-1	Approved		hsa-mir-3202-1	Xq28		NR_036174	MIR	MicroRNAs	476
38228	MIR3202-2	microRNA 3202-2	Approved		hsa-mir-3202-2	Xq28		NR_036175	MIR	MicroRNAs	476
31632	MIR320A	microRNA 320a	Approved	MIRN320, MIRN320A	hsa-mir-320	8p21.3		NR_029714	MIR	MicroRNAs	476
35247	MIR320B1	microRNA 320b-1	Approved	MIRN320B1	hsa-mir-320b-1	1p13.1		NR_031564	MIR	MicroRNAs	476
35256	MIR320B2	microRNA 320b-2	Approved	MIRN320B2	hsa-mir-320b-2	1q42.11		NR_031574	MIR	MicroRNAs	476
35248	MIR320C1	microRNA 320c-1	Approved	MIRN320C1	hsa-mir-320c-1	18q11.2		NR_031565	MIR	MicroRNAs	476
35387	MIR320C2	microRNA 320c-2	Approved	MIRN320C2	hsa-mir-320c-2	18q11.2		NR_031724	MIR	MicroRNAs	476
35386	MIR320D1	microRNA 320d-1	Approved	MIRN320D1	hsa-mir-320d-1	13q14.11		NR_031723	MIR	MicroRNAs	476
35388	MIR320D2	microRNA 320d-2	Approved	MIRN320D2	hsa-mir-320d-2	Xq27.1		NR_031725	MIR	MicroRNAs	476
38230	MIR320E	microRNA 320e	Approved		hsa-mir-320e	19q13.32		NR_036157	MIR	MicroRNAs	476
31766	MIR323A	microRNA 323a	Approved	MIRN323, MIR323	hsa-mir-323	14q32.31		NR_029890	MIR	MicroRNAs	476
38349	MIR323B	microRNA 323b	Approved	MIR453, MIRN453	hsa-mir-323b, hsa-mir-453	14q32.31		NR_029969	MIR	MicroRNAs	476
31767	MIR324	microRNA 324	Approved	MIRN324	hsa-mir-324	17p13.1		NR_029896	MIR	MicroRNAs	476
31768	MIR325	microRNA 325	Approved	MIRN325	hsa-mir-325	Xq21.1		NR_029905	MIR	MicroRNAs	476
31769	MIR326	microRNA 326	Approved	MIRN326	hsa-mir-326	11q13.4		NR_029891	MIR	MicroRNAs	476
31770	MIR328	microRNA 328	Approved	MIRN328	hsa-mir-328	16q22.1		NR_029887	MIR	MicroRNAs	476
32050	MIR329-1	microRNA 329-1	Approved	MIRN329-1	hsa-mir-329-1	14q32.31		NR_029967	MIR	MicroRNAs	476
32051	MIR329-2	microRNA 329-2	Approved	MIRN329-2	hsa-mir-329-2	14q32.31		NR_029968	MIR	MicroRNAs	476
31771	MIR330	microRNA 330	Approved	MIRN330	hsa-mir-330	19q13.32		NR_029886	MIR	MicroRNAs	476
31772	MIR331	microRNA 331	Approved	MIRN331	hsa-mir-331	12q22		NR_029895	MIR	MicroRNAs	476
31773	MIR335	microRNA 335	Approved	MIRN335	hsa-mir-335	7q32.2		NR_029899	MIR	MicroRNAs	476
31774	MIR337	microRNA 337	Approved	MIRN337	hsa-mir-337	14q32.2		NR_029889	MIR	MicroRNAs	476
31775	MIR338	microRNA 338	Approved	MIRN338	hsa-mir-338	17q25.3		NR_029897	MIR	MicroRNAs	476
31776	MIR339	microRNA 339	Approved	MIRN339	hsa-mir-339	7p22.3		NR_029898	MIR	MicroRNAs	476
31634	MIR33A	microRNA 33a	Approved	MIRN33, MIRN33A	hsa-mir-33, hsa-mir-33a	22q13.2		NR_029507	MIR	MicroRNAs	476
32791	MIR33B	microRNA 33b	Approved	MIRN33B	hsa-mir-33b	17p11.2		NR_030361	MIR	MicroRNAs	476
31777	MIR340	microRNA 340	Approved	MIRN340	hsa-mir-340	5q35.3		NR_029885	MIR	MicroRNAs	476
31778	MIR342	microRNA 342	Approved	MIRN342	hsa-mir-342	14q32.2		NR_029888	MIR	MicroRNAs	476
31779	MIR345	microRNA 345	Approved	MIRN345	hsa-mir-345	14q32.2		NR_029906	MIR	MicroRNAs	476
31780	MIR346	microRNA 346	Approved	MIRN346	hsa-mir-346	10q23.2		NR_029907	MIR	MicroRNAs	476
31635	MIR34A	microRNA 34a	Approved	MIRN34A	hsa-mir-34a	1p36.22		NR_029610	MIR	MicroRNAs	476
31636	MIR34B	microRNA 34b	Approved	MIRN34B	hsa-mir-34b	11q23.1		NR_029839	MIR	MicroRNAs	476
31637	MIR34C	microRNA 34c	Approved	MIRN34C	hsa-mir-34c	11q23.1		NR_029840	MIR	MicroRNAs	476
41564	MIR3529	microRNA 3529	Approved		hsa-mir-3529	15q26.1		NR_039867	MIR	MicroRNAs	476
41875	MIR3591	microRNA 3591	Approved		hsa-mir-3591	18q21.31		NR_039899	MIR	MicroRNAs	476
38922	MIR3605	microRNA 3605	Approved		hsa-mir-3605	1p35.1		NR_037400	MIR	MicroRNAs	476
38881	MIR3606	microRNA 3606	Approved		hsa-mir-3606	2q32.2		NR_037401	MIR	MicroRNAs	476
38956	MIR3609	microRNA 3609	Approved		hsa-mir-3609	7q22.1		NR_037403	MIR	MicroRNAs	476
31867	MIR361	microRNA 361	Approved	MIRN361	hsa-mir-361	Xq21.2		NR_029848	MIR	MicroRNAs	476
38942	MIR3610	microRNA 3610	Approved		hsa-mir-3610	8q24.11		NR_037404	MIR	MicroRNAs	476
38914	MIR3611	microRNA 3611	Approved		hsa-mir-3611	10p11.21		NR_037405	MIR	MicroRNAs	476
38951	MIR3612	microRNA 3612	Approved		hsa-mir-3612	12q24.32		NR_037406	MIR	MicroRNAs	476
38964	MIR3613	microRNA 3613	Approved		hsa-mir-3613	13q14.2		NR_037407	MIR	MicroRNAs	476
38995	MIR3614	microRNA 3614	Approved		hsa-mir-3614	17q22		NR_037408	MIR	MicroRNAs	476
38905	MIR3615	microRNA 3615	Approved		hsa-mir-3615	17q25.1		NR_037409	MIR	MicroRNAs	476
38943	MIR3616	microRNA 3616	Approved		hsa-mir-3616	20q13.12		NR_037410	MIR	MicroRNAs	476
38977	MIR3617	microRNA 3617	Approved		hsa-mir-3617	20q13.12		NR_037411	MIR	MicroRNAs	476
38937	MIR3618	microRNA 3618	Approved		hsa-mir-3618	22q11.21		NR_037412	MIR	MicroRNAs	476
38998	MIR3619	microRNA 3619	Approved		hsa-mir-3619	22q13.31		NR_037413	MIR	MicroRNAs	476
32022	MIR362	microRNA 362	Approved	MIRN362	hsa-mir-362	Xp11.23		NR_029850	MIR	MicroRNAs	476
38917	MIR3620	microRNA 3620	Approved		hsa-mir-3620	1q42.13		NR_037415	MIR	MicroRNAs	476
38930	MIR3621	microRNA 3621	Approved		hsa-mir-3621	9q34.3		NR_037416	MIR	MicroRNAs	476
38934	MIR3622A	microRNA 3622a	Approved		hsa-mir-3622a	8p21.1		NR_037417	MIR	MicroRNAs	476
38961	MIR3622B	microRNA 3622b	Approved		hsa-mir-3622b	8p21.1		NR_037418	MIR	MicroRNAs	476
32023	MIR363	microRNA 363	Approved	MIRN363	hsa-mir-363, MIR-363	Xq26.2		NR_029852	MIR	MicroRNAs	476
38935	MIR3646	microRNA 3646	Approved		hsa-mir-3646	20q13.12		NR_037419	MIR	MicroRNAs	476
38941	MIR3648-1	microRNA 3648-1	Approved	MIR3648	hsa-mir-3648	21p11.2		NR_037421	MIR	MicroRNAs	476
38948	MIR3649	microRNA 3649	Approved		hsa-mir-3649	12p13.33		NR_037422	MIR	MicroRNAs	476
38981	MIR3650	microRNA 3650	Approved		hsa-mir-3650	5p13.1		NR_037423	MIR	MicroRNAs	476
38897	MIR3651	microRNA 3651	Approved		hsa-mir-3651	9q22.31		NR_037424	MIR	MicroRNAs	476
38894	MIR3652	microRNA 3652	Approved		hsa-mir-3652	12q23.3		NR_037425	MIR	MicroRNAs	476
38971	MIR3653	microRNA 3653	Approved		hsa-mir-3653	22q12.2		NR_037426	MIR	MicroRNAs	476
38896	MIR3654	microRNA 3654	Approved		hsa-mir-3654	7q33		NR_037427	MIR	MicroRNAs	476
38960	MIR3655	microRNA 3655	Approved		hsa-mir-3655	5q31.3		NR_037428	MIR	MicroRNAs	476
38889	MIR3656	microRNA 3656	Approved		hsa-mir-3656	11q23.3		NR_037429	MIR	MicroRNAs	476
38906	MIR3657	microRNA 3657	Approved		hsa-mir-3657	12q24.13		NR_037430	MIR	MicroRNAs	476
38963	MIR3658	microRNA 3658	Approved		hsa-mir-3658	1q24.1		NR_037431	MIR	MicroRNAs	476
38882	MIR3659	microRNA 3659	Approved		hsa-mir-3659	1p34.3		NR_037432	MIR	MicroRNAs	476
33692	MIR365A	microRNA 365a	Approved	MIRN365-1, MIR365-1	hsa-mir-365-1	16p13.12		NR_029854	MIR	MicroRNAs	476
33693	MIR365B	microRNA 365b	Approved	MIRN365-2, MIR365-2	hsa-mir-365-2	17q11.2		NR_029856	MIR	MicroRNAs	476
38985	MIR3660	microRNA 3660	Approved		hsa-mir-3660	5q14.3		NR_037433	MIR	MicroRNAs	476
38892	MIR3661	microRNA 3661	Approved		hsa-mir-3661	5q31.1		NR_037434	MIR	MicroRNAs	476
38983	MIR3662	microRNA 3662	Approved		hsa-mir-3662	6q23.3		NR_037435	MIR	MicroRNAs	476
38958	MIR3663	microRNA 3663	Approved		hsa-mir-3663	10q25.3		NR_037436	MIR	MicroRNAs	476
38899	MIR3664	microRNA 3664	Approved		hsa-mir-3664	11q13.4		NR_037437	MIR	MicroRNAs	476
38939	MIR3665	microRNA 3665	Approved		hsa-mir-3665	13q22.3		NR_037438	MIR	MicroRNAs	476
38940	MIR3666	microRNA 3666	Approved		hsa-mir-3666	7q31.1		NR_037439	MIR	MicroRNAs	476
38990	MIR3667	microRNA 3667	Approved		hsa-mir-3667	22q13.33		NR_037440	MIR	MicroRNAs	476
38982	MIR3668	microRNA 3668	Approved		hsa-mir-3668	6q24.1		NR_037441	MIR	MicroRNAs	476
31781	MIR367	microRNA 367	Approved	MIRN367	hsa-mir-367	4q25		NR_029860	MIR	MicroRNAs	476
38997	MIR3670-1	microRNA 3670-1	Approved	MIR3670	hsa-mir-3670	16p13.11		NR_037442	MIR	MicroRNAs	476
38925	MIR3671	microRNA 3671	Approved		hsa-mir-3671	1p31.3		NR_037443	MIR	MicroRNAs	476
38957	MIR3672	microRNA 3672	Approved		hsa-mir-3672	Xq24		NR_037444	MIR	MicroRNAs	476
38915	MIR3674	microRNA 3674	Approved		hsa-mir-3674	8p23.3		NR_037445	MIR	MicroRNAs	476
38973	MIR3675	microRNA 3675	Approved		hsa-mir-3675	1p36.13		NR_037446	MIR	MicroRNAs	476
38932	MIR3677	microRNA 3677	Approved		hsa-mir-3677	16p13.3		NR_037448	MIR	MicroRNAs	476
38891	MIR3678	microRNA 3678	Approved		hsa-mir-3678	17q25.1		NR_037449	MIR	MicroRNAs	476
38979	MIR3679	microRNA 3679	Approved		hsa-mir-3679	2q21.2		NR_037450	MIR	MicroRNAs	476
38989	MIR3680-1	microRNA 3680-1	Approved	MIR3680	hsa-mir-3680	16p12.2		NR_037451	MIR	MicroRNAs	476
38994	MIR3681	microRNA 3681	Approved		hsa-mir-3681	2p24.3		NR_037452	MIR	MicroRNAs	476
38916	MIR3682	microRNA 3682	Approved		hsa-mir-3682	2p16.2		NR_037453	MIR	MicroRNAs	476
38999	MIR3683	microRNA 3683	Approved		hsa-mir-3683	7p22.1		NR_037454	MIR	MicroRNAs	476
38950	MIR3684	microRNA 3684	Approved		hsa-mir-3684	4q23		NR_037455	MIR	MicroRNAs	476
38886	MIR3685	microRNA 3685	Approved		hsa-mir-3685	12q22		NR_037456	MIR	MicroRNAs	476
38887	MIR3686	microRNA 3686	Approved		hsa-mir-3686	8q24.21		NR_037457	MIR	MicroRNAs	476
38946	MIR3687-1	microRNA 3687-1	Approved	MIR3687	hsa-mir-3687	21p11.2		NR_037458	MIR	MicroRNAs	476
38986	MIR3688-1	microRNA 3688-1	Approved	MIR3688	hsa-mir-3688, hsa-mir-3688-1	4q32.1		NR_037459	MIR	MicroRNAs	476
41735	MIR3688-2	microRNA 3688-2	Approved		hsa-mir-3688-2	4q32.1		NR_039963	MIR	MicroRNAs	476
38904	MIR3689A	microRNA 3689a	Approved		hsa-mir-3689a	9q34.3		NR_037460	MIR	MicroRNAs	476
38924	MIR3689B	microRNA 3689b	Approved		hsa-mir-3689b	9q34.3		NR_037469	MIR	MicroRNAs	476
41816	MIR3689C	microRNA 3689c	Approved		hsa-mir-3689c	9q34.3		NR_039691	MIR	MicroRNAs	476
41621	MIR3689D1	microRNA 3689d-1	Approved		hsa-mir-3689d-1	9q34.3		NR_039693	MIR	MicroRNAs	476
41846	MIR3689D2	microRNA 3689d-2	Approved		hsa-mir-3689d-2	9q34.3		NR_039694	MIR	MicroRNAs	476
41887	MIR3689E	microRNA 3689e	Approved		hsa-mir-3689e	9q34.3		NR_039695	MIR	MicroRNAs	476
41702	MIR3689F	microRNA 3689f	Approved		hsa-mir-3689f	9q34.3		NR_039696	MIR	MicroRNAs	476
31783	MIR369	microRNA 369	Approved	MIRN369	hsa-mir-369	14q32.31		NR_029862	MIR	MicroRNAs	476
38967	MIR3690	microRNA 3690	Approved	MIR3690-2, MIR3690-1	hsa-mir-3690, hsa-mir-3690-2	Xp22.32 and Yp11.3		NR_037461	MIR	MicroRNAs	476
38909	MIR3691	microRNA 3691	Approved		hsa-mir-3691	6p25.1		NR_037462	MIR	MicroRNAs	476
38885	MIR3692	microRNA 3692	Approved		hsa-mir-3692	6q25.3		NR_037463	MIR	MicroRNAs	476
31784	MIR370	microRNA 370	Approved	MIRN370	hsa-mir-370	14q32.31		NR_029863	MIR	MicroRNAs	476
38926	MIR3713	microRNA 3713	Approved		hsa-mir-3713	15q24.3		NR_037464	MIR	MicroRNAs	476
38928	MIR3714	microRNA 3714	Approved		hsa-mir-3714	3p24.3		NR_037465	MIR	MicroRNAs	476
31785	MIR371A	microRNA 371a	Approved	MIRN371, MIR371	hsa-mir-371	19q13.42		NR_029864	MIR	MicroRNAs	476
41863	MIR371B	microRNA 371b	Approved		hsa-mir-371b	19q13.42		NR_039909	MIR	MicroRNAs	476
31786	MIR372	microRNA 372	Approved	MIRN372	hsa-mir-372	19q13.42		NR_029865	MIR	MicroRNAs	476
31787	MIR373	microRNA 373	Approved	MIRN373	hsa-mir-373	19q13.42		NR_029866	MIR	MicroRNAs	476
31788	MIR374A	microRNA 374a	Approved	MIRN374, MIRN374A	hsa-mir-374, hsa-mir-374a	Xq13.2		NR_030785	MIR	MicroRNAs	476
33665	MIR374B	microRNA 374b	Approved	MIRN374B	hsa-mir-374b	Xq13.2		NR_030620	MIR	MicroRNAs	476
38907	MIR374C	microRNA 374c	Approved		hsa-mir-374c	Xq13.2		NR_037511	MIR	MicroRNAs	476
31868	MIR375	microRNA 375	Approved	MIRN375	hsa-mir-375	2q35		NR_029867	MIR	MicroRNAs	476
31869	MIR376A1	microRNA 376a-1	Approved	MIRN376A, MIRN376A1	hsa-mir-376a, hsa-mir-376a-1	14q32.31		NR_029868	MIR	MicroRNAs	476
32532	MIR376A2	microRNA 376a-2	Approved	MIRN376A2	hsa-mir-376a-2	14q32.31		NR_030266	MIR	MicroRNAs	476
32066	MIR376B	microRNA 376b	Approved	MIRN376B	hsa-mir-376b	14q32.31		NR_030157	MIR	MicroRNAs	476
31782	MIR376C	microRNA 376c	Approved	MIRN368, MIRN376C	hsa-mir-368, hsa-mir-376c	14q32.31		NR_029861	MIR	MicroRNAs	476
31870	MIR377	microRNA 377	Approved	MIRN377	hsa-mir-377	14q32.31		NR_029869	MIR	MicroRNAs	476
31871	MIR378A	microRNA 378a	Approved	MIRN378, MIR378	hsa-mir-378	5q32		NR_029870	MIR	MicroRNAs	476
38283	MIR378B	microRNA 378b	Approved		hsa-mir-378b	3p25.3		NR_036084	MIR	MicroRNAs	476
38374	MIR378C	microRNA 378c	Approved		hsa-mir-378c	10q26.3		NR_036180	MIR	MicroRNAs	476
41550	MIR378D1	microRNA 378d-1	Approved		hsa-mir-378d-1	4p16.2		NR_039608	MIR	MicroRNAs	476
41797	MIR378D2	microRNA 378d-2	Approved		hsa-mir-378d-2	8q22.1		NR_039602	MIR	MicroRNAs	476
41671	MIR378E	microRNA 378e	Approved		hsa-mir-378e	5q35.1		NR_039609	MIR	MicroRNAs	476
41686	MIR378F	microRNA 378f	Approved		hsa-mir-378f	1p36.11		NR_039615	MIR	MicroRNAs	476
41785	MIR378G	microRNA 378g	Approved		hsa-mir-378g	1p21.3		NR_039620	MIR	MicroRNAs	476
41744	MIR378H	microRNA 378h	Approved		hsa-mir-378h	5q33.2		NR_039667	MIR	MicroRNAs	476
41620	MIR378I	microRNA 378i	Approved		hsa-mir-378i	22q13.2		NR_039760	MIR	MicroRNAs	476
49979	MIR378J	microRNA 378j	Approved		hsa-mir-378j	17q12		NR_106744	MIR	MicroRNAs	476
31872	MIR379	microRNA 379	Approved	MIRN379	hsa-mir-379	14q32.31		NR_029871	MIR	MicroRNAs	476
31873	MIR380	microRNA 380	Approved	MIRN380	hsa-mir-380	14q32.31		NR_029872	MIR	MicroRNAs	476
31874	MIR381	microRNA 381	Approved	MIRN381	hsa-mir-381	14q32.31		NR_029873	MIR	MicroRNAs	476
31875	MIR382	microRNA 382	Approved	MIRN382	hsa-mir-382	14q32.31		NR_029874	MIR	MicroRNAs	476
31876	MIR383	microRNA 383	Approved	MIRN383	hsa-mir-383	8p22		NR_029875	MIR	MicroRNAs	476
31878	MIR384	microRNA 384	Approved	MIRN384	hsa-mir-384	Xq21.1		NR_029909	MIR	MicroRNAs	476
38988	MIR3907	microRNA 3907	Approved		hsa-mir-3907	7q36.1		NR_037468	MIR	MicroRNAs	476
38991	MIR3908	microRNA 3908	Approved		hsa-mir-3908	12q24.31		NR_037470	MIR	MicroRNAs	476
38987	MIR3909	microRNA 3909	Approved		hsa-mir-3909	22q12.3		NR_037471	MIR	MicroRNAs	476
38966	MIR3910-1	microRNA 3910-1	Approved		hsa-mir-3910-1	9q22.31		NR_037472	MIR	MicroRNAs	476
38952	MIR3910-2	microRNA 3910-2	Approved		hsa-mir-3910-2	9q22.31		NR_037489	MIR	MicroRNAs	476
38962	MIR3911	microRNA 3911	Approved		hsa-mir-3911	9q34.11		NR_037473	MIR	MicroRNAs	476
38923	MIR3912	microRNA 3912	Approved		hsa-mir-3912	5q35.1		NR_037474	MIR	MicroRNAs	476
38884	MIR3913-1	microRNA 3913-1	Approved		hsa-mir-3913-1	12q15		NR_037475	MIR	MicroRNAs	476
38953	MIR3913-2	microRNA 3913-2	Approved		hsa-mir-3913-2	12q15		NR_037476	MIR	MicroRNAs	476
38993	MIR3914-1	microRNA 3914-1	Approved		hsa-mir-3914-1	7q11.22		NR_037477	MIR	MicroRNAs	476
38975	MIR3914-2	microRNA 3914-2	Approved		hsa-mir-3914-2	7q11.22		NR_037479	MIR	MicroRNAs	476
38955	MIR3915	microRNA 3915	Approved		hsa-mir-3915	Xp21.1		NR_037478	MIR	MicroRNAs	476
38912	MIR3916	microRNA 3916	Approved		hsa-mir-3916	1q44		NR_037480	MIR	MicroRNAs	476
38911	MIR3917	microRNA 3917	Approved		hsa-mir-3917	1p36.11		NR_037481	MIR	MicroRNAs	476
38919	MIR3918	microRNA 3918	Approved		hsa-mir-3918	6q25.3		NR_037482	MIR	MicroRNAs	476
38890	MIR3919	microRNA 3919	Approved		hsa-mir-3919	3q25.32		NR_037483	MIR	MicroRNAs	476
38974	MIR3920	microRNA 3920	Approved		hsa-mir-3920	11q22.1		NR_037485	MIR	MicroRNAs	476
38936	MIR3921	microRNA 3921	Approved		hsa-mir-3921	3q12.1		NR_037486	MIR	MicroRNAs	476
38895	MIR3922	microRNA 3922	Approved		hsa-mir-3922	12q23.3		NR_037487	MIR	MicroRNAs	476
38978	MIR3923	microRNA 3923	Approved		hsa-mir-3923	3p12.3		NR_037488	MIR	MicroRNAs	476
38984	MIR3924	microRNA 3924	Approved		hsa-mir-3924	10q21.1		NR_037490	MIR	MicroRNAs	476
38996	MIR3925	microRNA 3925	Approved		hsa-mir-3925	6p21.2		NR_037491	MIR	MicroRNAs	476
38959	MIR3926-1	microRNA 3926-1	Approved		hsa-mir-3926-1	8p23.1		NR_037492	MIR	MicroRNAs	476
38883	MIR3926-2	microRNA 3926-2	Approved		hsa-mir-3926-2	8p23.1		NR_037495	MIR	MicroRNAs	476
38901	MIR3927	microRNA 3927	Approved		hsa-mir-3927	9q31.3		NR_037493	MIR	MicroRNAs	476
38933	MIR3928	microRNA 3928	Approved		hsa-mir-3928	22q12.2		NR_037496	MIR	MicroRNAs	476
38945	MIR3929	microRNA 3929	Approved		hsa-mir-3929	18q12.2		NR_037497	MIR	MicroRNAs	476
38965	MIR3934	microRNA 3934	Approved		hsa-mir-3934	6p21.31		NR_037498	MIR	MicroRNAs	476
38918	MIR3935	microRNA 3935	Approved		hsa-mir-3935	16q13		NR_037499	MIR	MicroRNAs	476
38947	MIR3936	microRNA 3936	Approved		hsa-mir-3936	5q31.1		NR_037500	MIR	MicroRNAs	476
38970	MIR3937	microRNA 3937	Approved		hsa-mir-3937	Xp11.4		NR_037501	MIR	MicroRNAs	476
38972	MIR3938	microRNA 3938	Approved		hsa-mir-3938	3p14.3		NR_037502	MIR	MicroRNAs	476
38931	MIR3939	microRNA 3939	Approved		hsa-mir-3939	6q27		NR_037504	MIR	MicroRNAs	476
38893	MIR3940	microRNA 3940	Approved		hsa-mir-3940	19p13.3		NR_037505	MIR	MicroRNAs	476
38949	MIR3941	microRNA 3941	Approved		hsa-mir-3941	10q26.13		NR_037506	MIR	MicroRNAs	476
38976	MIR3942	microRNA 3942	Approved		hsa-mir-3942	15q14		NR_037507	MIR	MicroRNAs	476
38888	MIR3943	microRNA 3943	Approved		hsa-mir-3943	7p14.1		NR_037508	MIR	MicroRNAs	476
38898	MIR3944	microRNA 3944	Approved		hsa-mir-3944	10q26.3		NR_037509	MIR	MicroRNAs	476
38954	MIR3945	microRNA 3945	Approved		hsa-mir-3945	4q35.1		NR_037510	MIR	MicroRNAs	476
41595	MIR3960	microRNA 3960	Approved		hsa-mir-3960	9q34.11		NR_039767	MIR	MicroRNAs	476
41876	MIR3972	microRNA 3972	Approved		hsa-mir-3972	1p36.13		NR_039768	MIR	MicroRNAs	476
41756	MIR3973	microRNA 3973	Approved		hsa-mir-3973	11p13		NR_039769	MIR	MicroRNAs	476
41672	MIR3974	microRNA 3974	Approved		hsa-mir-3974	12p12.3		NR_039770	MIR	MicroRNAs	476
41613	MIR3975	microRNA 3975	Approved		hsa-mir-3975	18q12.2		NR_039771	MIR	MicroRNAs	476
41578	MIR3976	microRNA 3976	Approved		hsa-mir-3976	18p11.31		NR_039772	MIR	MicroRNAs	476
41721	MIR3977	microRNA 3977	Approved		hsa-mir-3977	5q14.2		NR_039773	MIR	MicroRNAs	476
41630	MIR3978	microRNA 3978	Approved		hsa-mir-3978	Xq23		NR_039774	MIR	MicroRNAs	476
32055	MIR409	microRNA 409	Approved	MIRN409	hsa-mir-409	14q32.31		NR_029975	MIR	MicroRNAs	476
32065	MIR410	microRNA 410	Approved	MIRN410	hsa-mir-410	14q32.31		NR_030156	MIR	MicroRNAs	476
32792	MIR411	microRNA 411	Approved	MIRN411	hsa-mir-411	14q32.31		NR_030389	MIR	MicroRNAs	476
32064	MIR412	microRNA 412	Approved	MIRN412	hsa-mir-412	14q32.31		NR_030155	MIR	MicroRNAs	476
32793	MIR421	microRNA 421	Approved	MIRN421	hsa-mir-421	Xq13.2		NR_030398	MIR	MicroRNAs	476
31879	MIR422A	microRNA 422a	Approved	MIRN422A	hsa-mir-422a	15q22.31		NR_029944	MIR	MicroRNAs	476
31880	MIR423	microRNA 423	Approved	MIRN423	hsa-mir-423	17q11.2		NR_029945	MIR	MicroRNAs	476
31881	MIR424	microRNA 424	Approved	MIRN424	hsa-mir-424	Xq26.3		NR_029946	MIR	MicroRNAs	476
31882	MIR425	microRNA 425	Approved	MIRN425	hsa-mir-425	3p21.31		NR_029948	MIR	MicroRNAs	476
38370	MIR4251	microRNA 4251	Approved		hsa-mir-4251	1p36.32		NR_036215	MIR	MicroRNAs	476
38384	MIR4252	microRNA 4252	Approved		hsa-mir-4252	1p36.31		NR_036218	MIR	MicroRNAs	476
38231	MIR4253	microRNA 4253	Approved		hsa-mir-4253	1p36.12		NR_036214	MIR	MicroRNAs	476
38193	MIR4254	microRNA 4254	Approved		hsa-mir-4254	1p35.2		NR_036216	MIR	MicroRNAs	476
38187	MIR4255	microRNA 4255	Approved		hsa-mir-4255	1p34.3		NR_036217	MIR	MicroRNAs	476
38388	MIR4256	microRNA 4256	Approved		hsa-mir-4256	1p13.2		NR_036210	MIR	MicroRNAs	476
38312	MIR4257	microRNA 4257	Approved		hsa-mir-4257	1q21.2		NR_036211	MIR	MicroRNAs	476
38281	MIR4258	microRNA 4258	Approved		hsa-mir-4258	1q21.3		NR_036212	MIR	MicroRNAs	476
38309	MIR4259	microRNA 4259	Approved		hsa-mir-4259	1q23.2		NR_130464	MIR	MicroRNAs	476
38179	MIR4260	microRNA 4260	Approved		hsa-mir-4260	1q32.2		NR_036213	MIR	MicroRNAs	476
38272	MIR4261	microRNA 4261	Approved		hsa-mir-4261	2p25.1		NR_036222	MIR	MicroRNAs	476
38308	MIR4262	microRNA 4262	Approved		hsa-mir-4262	2p25.1		NR_036226	MIR	MicroRNAs	476
38365	MIR4263	microRNA 4263	Approved		hsa-mir-4263	2p23.2		NR_036230	MIR	MicroRNAs	476
